customer_id,campaign_id,coupon_id,start_date,reward,money_spent,date,marital_status_Married,marital_status_Single,marital_status_Unknown,age_range_18-25,age_range_26-35,age_range_36-45,age_range_46-55,age_range_56-70,age_range_70+,age_range_Unknown,family_size_1,family_size_2,family_size_3,family_size_4,family_size_5+,family_size_Unknown,income_bracket_1.0,income_bracket_2.0,income_bracket_3.0,income_bracket_4.0,income_bracket_5.0,income_bracket_6.0,income_bracket_7.0,income_bracket_8.0,income_bracket_9.0,income_bracket_10.0,income_bracket_11.0,income_bracket_12.0,income_bracket_Unknown
368,29,538,8/10/2012,1,45.95,5/30/2013,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
368,29,538,8/10/2012,1,45.95,5/30/2013,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
695,8,8,2/16/2013,1,89.05,5/20/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,142.12,2/28/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,135,4/11/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,320.22,2/28/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,320.22,2/28/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,320.22,5/1/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,248.98,2/20/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,142.12,4/25/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,124.31,2/28/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,462.35,7/2/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,2207.02,2/28/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,604.83,3/14/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,2207.02,4/11/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,2207.02,4/25/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,604.83,6/23/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,1,88.69,5/17/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,177.74,5/17/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,862.72,5/8/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,1,99.38,4/11/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,540,3/20/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,1215,4/7/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,135,4/11/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,1,106.5,5/1/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,1,106.5,5/17/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,177.74,3/23/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,504.73,5/8/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,142.12,5/1/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,142.12,5/8/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,568.5,6/20/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,8,8,2/16/2013,2,710.98,7/2/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,13,413,5/19/2013,2,202.67,6/22/2013,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,13,413,5/19/2013,2,202.67,6/22/2013,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
659,8,8,2/16/2013,1,106.5,5/12/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,142.12,4/27/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,1,106.5,3/16/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,1,106.5,5/12/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,1,99.38,5/20/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,248.98,3/16/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,248.98,4/14/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,136.42,3/9/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,142.12,2/24/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,154.59,3/16/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,586.3,7/1/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,426.73,5/20/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,177.74,3/16/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,426.36,6/1/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,426.36,3/2/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,142.12,5/12/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,142.12,5/20/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,124.31,3/16/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,124.31,4/14/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,124.31,7/1/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,124.31,6/20/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
659,8,8,2/16/2013,2,127.88,6/28/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
741,13,22,5/19/2013,1,109,5/28/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
741,13,22,5/19/2013,2,130.01,5/29/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1214,13,24,5/19/2013,2,139.63,6/19/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1214,13,24,5/19/2013,2,145.33,6/19/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1195,8,7,2/16/2013,1,88.69,4/9/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1195,8,7,2/16/2013,1,53.43,2/23/2013,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
879,12,107,4/22/2013,1,35.26,4/24/2013,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
879,12,107,4/22/2013,1,35.26,5/28/2013,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
879,12,107,4/22/2013,1,35.26,6/27/2013,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1099,29,800,8/10/2012,2,142.12,1/2/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
666,11,913,4/22/2013,2,142.12,6/19/2013,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1233,8,725,2/16/2013,2,477.66,3/1/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1233,8,725,2/16/2013,2,477.66,3/12/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1233,8,725,2/16/2013,2,212.3,3/26/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1233,8,725,2/16/2013,2,212.3,5/19/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1233,8,725,2/16/2013,2,195.2,6/8/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
874,29,416,8/10/2012,2,159.93,9/16/2012,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,29,416,8/10/2012,2,163.49,8/15/2012,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,29,416,8/10/2012,2,163.5,11/16/2012,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,29,416,8/10/2012,2,163.49,12/7/2012,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,29,416,8/10/2012,2,163.49,12/20/2012,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,29,416,8/10/2012,2,163.5,1/23/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,12,526,4/22/2013,1,61.98,7/1/2013,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1489,11,913,4/22/2013,1,85.13,5/23/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1489,11,913,4/22/2013,1,85.13,6/18/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,13,960,5/19/2013,1,71.24,6/17/2013,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,13,960,5/19/2013,1,71.24,6/17/2013,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,13,960,5/19/2013,2,142.48,5/19/2013,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,13,960,5/19/2013,2,142.48,6/17/2013,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1332,11,1044,4/22/2013,2,149.25,6/25/2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1332,11,1044,4/22/2013,2,149.24,5/8/2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1332,11,1044,4/22/2013,2,159.93,5/8/2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
474,13,796,5/19/2013,2,320.58,6/10/2013,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1089,8,481,2/16/2013,2,227.61,3/19/2013,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
654,8,6,2/16/2013,2,241.86,4/27/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1387,12,466,4/22/2013,2,362.61,5/2/2013,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324,8,598,2/16/2013,1,71.24,2/21/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
324,8,598,2/16/2013,1,71.24,3/1/2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
214,26,797,12/8/2012,2,320.58,5/17/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,667.87,1/27/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,302.77,2/14/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,320.58,2/23/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,1033.35,3/10/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,596.63,3/22/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,302.77,4/9/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,1,80.15,5/24/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,1,80.14,6/9/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,1175.46,6/29/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,1,80.14,6/29/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,1567.28,1/9/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,667.87,1/27/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,302.77,2/14/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,26,797,12/8/2012,2,284.96,3/1/2013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
